x y
3.305989026382746054e+00 6.362530776274466504e-03
1.387078745576974248e-01 1.480896217586761932e+00
1.108607729804565700e+01 6.598592502324619469e-01
7.682645845597334322e+00 8.895125875846812136e-01
2.930848506034871015e+00 -8.453096361822224347e-01
2.465810790518970119e+00 -6.242950812989870313e-01
8.963487331481096998e-01 1.170329341724314798e+00
2.030506186351314746e+00 -3.717014075650461047e-01
1.201369902593329719e+01 8.791829759317750792e-01
7.911052754738406634e+00 1.389897599773712300e-02
4.732225305129753146e+00 1.087292377477246524e-01
2.244793256484967525e+00 2.244129903367246825e-01
5.999911416754302174e+00 9.890479392615624255e-01
1.182402788128433002e+01 1.484289320304106763e+00
1.038954794798469727e+01 -4.934029325130652177e-01
4.725777272778610261e+00 1.178816888469482183e-01
1.522281594947436645e+00 5.318884569292694486e-01
7.261090650370162436e+00 1.001606103520316537e+00
1.111996398106913375e+01 1.005639187448703176e+00
6.989347187219340896e+00 8.990933503572864360e-01
5.353338730762222220e+00 1.221008192766249945e+00
8.744911735371115213e+00 1.635241033328349580e-01
1.477346374976802545e+00 6.025435250443027524e-01
1.120494237522171233e+01 6.288668277948817886e-01
1.172540441749773699e+01 1.370644001221603236e+00
3.794633721547839844e+00 -7.720137249320984107e-01
6.155625840919032754e+00 1.057922004912962288e+00
3.368865009432304269e+00 -6.462282722388978939e-02
1.239377279701947288e+01 1.440018092040273645e+00
9.551971775592278391e+00 -5.545611477426096725e-01
5.734630946081996861e+00 1.564594176397849257e+00
3.243642383354523151e+00 -2.053838743401925626e-01
5.754776398430933249e+00 1.383156241738711545e+00
3.043061705722755139e+00 -3.174067245136590332e-01
1.401849848739132431e+00 1.997078612579945844e-01
5.207391470463764271e+00 7.688607043826221066e-01
1.082176009112159498e+01 2.216700282204450700e-01
5.945874904445520137e+00 1.405706241622797670e+00
9.332242837090696241e+00 -5.189375173164434418e-02
1.002448981959600616e+01 -4.306087090536954154e-01
3.837464373897896408e+00 9.274397994597027850e-02
1.205070356023772860e+01 1.415353899265432869e+00
1.038896534945427330e+00 1.489352318368695638e+00
1.105054537002128967e+01 4.733713482185965549e-01
9.291163515193579414e+00 -2.194777151706992502e-01
8.199009592319532302e+00 -3.256630666866671686e-01
8.790626352693895029e+00 1.758294341454398335e-01
8.768892308397976620e+00 -1.406179325249186096e-01
5.261103741301004000e+00 9.097170144798997216e-01
7.552619481403215929e+00 1.245069916020472789e+00
4.393024110676544858e+00 3.450550678391589021e-01
1.139495767252628688e+01 5.278504390903320243e-01
1.236492845208164937e+01 1.171724421150657225e+00
2.562758127291361099e+00 -1.403195724371070208e-01
5.307902268361036846e+00 9.919481324435469594e-01
9.375821348021215584e+00 -3.371116735186308055e-02
7.406473500677699384e+00 1.330839458820967769e+00
1.984146343900906606e+00 2.028285557156233043e-01
5.403907990528995953e+00 1.593002494955000792e+00
3.265503372083879974e+00 -3.490874778280289581e-01
4.439941956296745040e+00 1.328645411847071411e-01
1.770540587375679098e-01 1.463491104353190853e+00
5.515320384410696164e+00 1.172284535088012003e+00
6.961114175576997576e-02 1.019275489372754473e+00
8.888026436664259178e-01 1.076396906783463336e+00
1.176486605107905259e+00 9.362671740379631125e-01
7.804871303119444548e+00 5.077514063055066362e-01
7.069049071317738075e+00 1.481292195468304262e+00
7.947189021881366777e+00 -6.666269466755496420e-02
1.192770952664753459e+01 1.755335147535078688e+00
1.251536714061197131e+01 1.204448887165135318e+00
1.214040325434673129e+01 9.439981529222891687e-01
5.907912361765347953e+00 1.823698478383943389e+00
2.917182367421363054e+00 -9.676024739980139122e-01
1.119860369925901011e+01 1.084407368930400128e+00
2.882167804145427947e+00 -3.348460018794610082e-01
7.791540355127430040e+00 9.043615580673570742e-01
8.042889947371136827e+00 5.236517300834404587e-01
3.390620147440140730e+00 -7.345995944920773457e-01
6.601210720093226847e+00 1.418252947242593986e+00
4.934055737151482601e-01 1.629665364633236191e+00
1.222750242453038894e+01 1.877931118300644187e+00
1.674716896031434921e+00 5.436332952708330390e-01
1.206025095319040119e+01 1.085015464446070110e+00
2.540352534692365438e+00 -7.147985103623215597e-01
5.897704813731260209e+00 1.421084911311498722e+00
3.059577860788111892e+00 -5.636146135656168177e-01
1.016553875978233279e+01 -2.008841148259007392e-01
7.091113021649791293e+00 1.427691817316015355e+00
7.058675619369453536e+00 1.112426019617193784e+00
1.048235579705305121e+01 -2.668947363403746387e-01
4.610866208640461039e+00 1.224702728253978801e-01
8.905116913790852351e+00 -1.880011925030802278e-01
5.721259786519000023e+00 1.184898447141406574e+00
1.247093893625310734e+01 1.425377451342751733e+00
7.844576178990238624e+00 6.476771971127293082e-02
7.653175687361617463e+00 6.567768094720400907e-01
4.157011579034323390e+00 -3.538405420032540993e-01
7.292832722685167468e+00 1.323077955435728814e+00
1.467754269823252633e+00 8.461615169876692821e-01
2.189799421714727412e+00 2.635681924860895364e-01
